seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
1	91795951	91796351	401	*	Intron (ENST00000533089/ENSG00000069702, intron 2 of 19)	1	91727777	91766432	38656	2	ENSG00000069702	ENST00000468996	-29519	7049	TGFBR3	transforming growth factor beta receptor 3
2	74458168	74458568	401	*	Promoter (<=1kb)	2	74458400	74460891	2492	1	ENSG00000239779	ENST00000393972	0	23559	WBP1	WW domain binding protein 1
7	130996878	130997278	401	*	Intron (ENST00000642963/ENSG00000231721, intron 2 of 6)	7	131042836	131052550	9715	2	ENSG00000231721	ENST00000416999	55272	378805	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript
3	194488437	194488837	401	*	Promoter (<=1kb)	3	194487854	194507538	19685	1	ENSG00000233058	ENST00000657621	583	NA	NA	NA
2	237662674	237663074	401	*	Intron (ENST00000308482/ENSG00000124831, intron 1 of 23)	2	237683404	237684473	1070	1	ENSG00000124831	ENST00000489295	-20330	9208	LRRFIP1	LRR binding FLII interacting protein 1
1	233635903	233636303	401	*	Promoter (<=1kb)	1	233636524	233666990	30467	1	ENSG00000135750	ENST00000487728	-221	3775	KCNK1	potassium two pore domain channel subfamily K member 1
6	44237411	44237811	401	*	Distal Intergenic	6	44232056	44233591	1536	1	ENSG00000112759	ENST00000646878	5355	2030	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
1	109570471	109570871	401	*	Intron (ENST00000369851/ENSG00000065135, intron 1 of 8)	1	109591534	109591640	107	2	ENSG00000206832	ENST00000384105	20769	NA	NA	NA
3	177602715	177603115	401	*	Intron (ENST00000442937/ENSG00000228221, intron 2 of 3)	3	177617590	177752094	134505	1	ENSG00000228221	ENST00000445673	-14475	100505566	LINC00578	long intergenic non-protein coding RNA 578
7	100586324	100586724	401	*	Promoter (<=1kb)	7	100586328	100601117	14790	1	ENSG00000106336	ENST00000241071	0	26261	FBXO24	F-box protein 24
14	68255892	68256292	401	*	Intron (ENST00000479335/ENSG00000182185, intron 8 of 11)	14	68236243	68236539	297	2	ENSG00000243546	ENST00000481903	-19353	106480950	RN7SL108P	RNA, 7SL, cytoplasmic 108, pseudogene
11	129828404	129828804	401	*	Intron (ENST00000281441/ENSG00000151715, intron 1 of 5)	11	129815871	129852961	37091	1	ENSG00000151715	ENST00000529381	12533	120224	TMEM45B	transmembrane protein 45B
7	55043697	55044097	401	*	Exon (ENST00000459688/ENSG00000146648, exon 2 of 2)	7	55019151	55119401	100251	1	ENSG00000146648	ENST00000463948	24546	1956	EGFR	epidermal growth factor receptor
16	30335250	30335650	401	*	Promoter (<=1kb)	16	30285018	30335395	50378	2	ENSG00000291266	ENST00000411546	0	595101	SMG1P5	SMG1 pseudogene 5
8	122687026	122687426	401	*	Intron (ENST00000664854/ENSG00000253819, intron 1 of 3)	8	122634398	122694085	59688	2	ENSG00000253819	ENST00000666337	6659	NA	NA	NA
20	53828460	53828860	401	*	Promoter (1-2kb)	20	53799823	53827297	27475	2	ENSG00000225563	ENST00000656184	-1163	NA	NA	NA
2	43227106	43227506	401	*	Promoter (<=1kb)	2	43227210	43228855	1646	1	ENSG00000279873	ENST00000623515	0	100129726	LINC01126	long intergenic non-protein coding RNA 1126
16	83802114	83802514	401	*	Promoter (1-2kb)	16	83789967	83803528	13562	2	ENSG00000260228	ENST00000565714	1014	102724163	CDH13-AS2	CDH13 antisense RNA 2
7	26399162	26399562	401	*	Promoter (<=1kb)	7	26398947	26496472	97526	1	ENSG00000214870	ENST00000663877	215	441204	LINC02981	long intergenic non-protein coding RNA 2981
22	39090459	39090859	401	*	Promoter (<=1kb)	22	39091061	39092859	1799	1	ENSG00000290922	ENST00000684966	-202	101927202	LOC101927202	uncharacterized LOC101927202
14	74988164	74988564	401	*	Distal Intergenic	14	75002921	75012366	9446	1	ENSG00000119718	ENST00000266126	-14357	8892	EIF2B2	eukaryotic translation initiation factor 2B subunit beta
15	80033325	80033725	401	*	Distal Intergenic	15	80014157	80015707	1551	1	ENSG00000279705	ENST00000623627	19168	NA	NA	NA
7	92916733	92917133	401	*	Exon (ENST00000686356/ENSG00000237819, exon 3 of 3)	7	92971002	92971299	298	2	ENSG00000266794	ENST00000467823	54166	NA	NA	NA
22	45688720	45689120	401	*	Promoter (<=1kb)	22	45689466	45700322	10857	1	ENSG00000130638	ENST00000470722	-346	25814	ATXN10	ataxin 10
2	173109258	173109658	401	*	Intron (ENST00000539448/ENSG00000091436, intron 2 of 11)	2	173090619	173187623	97005	1	ENSG00000091436	ENST00000422149	18639	51776	MAP3K20	mitogen-activated protein kinase kinase kinase 20
16	89320291	89320691	401	*	Promoter (<=1kb)	16	89298868	89320356	21489	2	ENSG00000167522	ENST00000567736	0	29123	ANKRD11	ankyrin repeat domain containing 11
3	184334383	184334783	401	*	Promoter (1-2kb)	3	184335926	184345033	9108	1	ENSG00000175182	ENST00000450976	-1143	131408	FAM131A	family with sequence similarity 131 member A
13	98320416	98320816	401	*	Intron (ENST00000595437/ENSG00000152767, intron 2 of 27)	13	98328191	98343812	15622	1	ENSG00000152767	ENST00000601361	-7375	10160	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
3	194158812	194159212	401	*	Distal Intergenic	3	194145674	194145971	298	1	ENSG00000242201	ENST00000487718	13138	106480980	RN7SL215P	RNA, 7SL, cytoplasmic 215, pseudogene
6	43923365	43923765	401	*	Intron (ENST00000691600/ENSG00000289313, intron 1 of 1)	6	43891045	43938212	47168	1	ENSG00000289313	ENST00000691600	32320	100132354	LINC01512	long intergenic non-protein coding RNA 1512
14	75400312	75400712	401	*	Distal Intergenic	14	75426943	75427476	534	1	ENSG00000289918	ENST00000701672	-26231	NA	NA	NA
2	25311295	25311695	401	*	Intron (ENST00000264709/ENSG00000119772, intron 2 of 22)	2	25328640	25328721	82	2	ENSG00000221445	ENST00000408518	17026	100302246	MIR1301	microRNA 1301
2	217331526	217331926	401	*	Intron (ENST00000452813/ENSG00000233143, intron 4 of 4)	2	217284027	217328468	44442	2	ENSG00000231672	ENST00000663156	-3058	729582	DIRC3	disrupted in renal carcinoma 3
6	136644100	136644500	401	*	Intron (ENST00000432477/ENSG00000234263, intron 2 of 2)	6	136630243	136630355	113	1	ENSG00000212242	ENST00000390940	13857	100873479	RNA5SP219	RNA, 5S ribosomal pseudogene 219
15	63019583	63019983	401	*	Distal Intergenic	15	63042620	63071906	29287	1	ENSG00000140416	ENST00000559831	-22637	7168	TPM1	tropomyosin 1
1	32236117	32236517	401	*	3' UTR	1	32231657	32240247	8591	2	ENSG00000291132	ENST00000688488	3730	339483	MTMR9LP	myotubularin related protein 9 like, pseudogene
6	14743906	14744306	401	*	Intron (ENST00000689305/ENSG00000234261, intron 1 of 2)	6	14660285	14777608	117324	2	ENSG00000234261	ENST00000689305	33302	NA	NA	NA
6	13480814	13481214	401	*	Intron (ENST00000379287/ENSG00000145990, intron 1 of 1)	6	13363355	13486183	122829	2	ENSG00000145990	ENST00000612338	4969	54438	GFOD1	Gfo/Idh/MocA-like oxidoreductase domain containing 1
8	126579877	126580277	401	*	Promoter (2-3kb)	8	126582631	126583006	376	2	ENSG00000253543	ENST00000523708	2729	NA	NA	NA
19	13169778	13170178	401	*	Distal Intergenic	19	13157959	13158788	830	2	ENSG00000213253	ENST00000481802	-10990	NA	NA	NA
7	44200718	44201118	401	*	Promoter (<=1kb)	7	44200959	44213876	12918	1	ENSG00000106636	ENST00000679020	0	10652	YKT6	YKT6 v-SNARE homolog
7	23474260	23474660	401	*	Promoter (<=1kb)	7	23474647	23475341	695	1	ENSG00000289109	ENST00000691332	0	NA	NA	NA
3	183925033	183925433	401	*	Intron (ENST00000334444/ENSG00000114770, intron 29 of 29)	3	183895900	183910936	15037	2	ENSG00000233441	ENST00000454440	-14097	647265	CYP2AB1P	cytochrome P450 family 2 subfamily AB member 1, pseudogene
19	7619189	7619589	401	*	Promoter (1-2kb)	19	7620275	7621297	1023	2	ENSG00000076924	ENST00000600230	1708	56949	XAB2	XPA binding protein 2
8	121145559	121145959	401	*	Distal Intergenic	8	121113358	121113919	562	2	ENSG00000271219	ENST00000604710	-31640	NA	NA	NA
1	202056920	202057320	401	*	Distal Intergenic	1	202070841	202070943	103	1	ENSG00000212512	ENST00000391210	-13521	NA	NA	NA
1	35505981	35506381	401	*	Promoter (<=1kb)	1	35460308	35506867	46560	2	ENSG00000142687	ENST00000431916	486	79932	KIAA0319L	KIAA0319 like
3	196942306	196942706	401	*	Promoter (<=1kb)	3	196935406	196942377	6972	2	ENSG00000114503	ENST00000447325	0	22916	NCBP2	nuclear cap binding protein subunit 2
6	134436203	134436603	401	*	Promoter (1-2kb)	6	134437709	134438928	1220	1	ENSG00000236700	ENST00000702277	-1106	154092	LINC01010	long intergenic non-protein coding RNA 1010
7	54961474	54961874	401	*	Distal Intergenic	7	54933699	54938184	4486	1	ENSG00000218586	ENST00000407916	27775	NA	NA	NA
1	208107877	208108277	401	*	Promoter (1-2kb)	1	208106102	208107655	1554	1	ENSG00000287220	ENST00000668227	1775	NA	NA	NA
6	134288711	134289111	401	*	Intron (ENST00000367858/ENSG00000118515, intron 1 of 13)	6	134283092	134283193	102	1	ENSG00000201309	ENST00000364439	5619	NA	NA	NA
6	108967051	108967451	401	*	Intron (ENST00000368972/ENSG00000118690, intron 16 of 16)	6	108959460	108965117	5658	1	ENSG00000118690	ENST00000481850	7591	84071	ARMC2	armadillo repeat containing 2
12	124566446	124566846	401	*	Promoter (<=1kb)	12	124346593	124567464	220872	2	ENSG00000196498	ENST00000458234	618	9612	NCOR2	nuclear receptor corepressor 2
8	143970606	143971006	401	*	Promoter (2-3kb)	8	143915153	143973529	58377	2	ENSG00000178209	ENST00000356346	2523	5339	PLEC	plectin
2	158723850	158724250	401	*	Promoter (<=1kb)	2	158678656	158723980	45325	2	ENSG00000204380	ENST00000629904	0	100129029	PKP4-AS1	PKP4 antisense RNA 1
3	170809384	170809784	401	*	Intron (ENST00000486975/ENSG00000285218, intron 3 of 3)	3	170865794	170868181	2388	2	ENSG00000163584	ENST00000478578	58397	200916	RPL22L1	ribosomal protein L22 like 1
14	101552726	101553126	401	*	Promoter (2-3kb)	14	101552230	101555384	3155	2	ENSG00000258498	ENST00000700213	2258	64150	DIO3OS	DIO3 opposite strand upstream RNA
5	1171343	1171743	401	*	Distal Intergenic	5	1175957	1178546	2590	2	ENSG00000249201	ENST00000505972	6803	101928857	TERLR1	TERT regulating lncRNA 1
22	30210365	30210765	401	*	Distal Intergenic	22	30182818	30207195	24378	2	ENSG00000225676	ENST00000432360	-3170	105372988	LOC105372988	uncharacterized LOC105372988
22	35430863	35431263	401	*	Distal Intergenic	22	35411439	35416672	5234	1	ENSG00000100297	ENST00000465557	19424	4174	MCM5	minichromosome maintenance complex component 5
7	134533380	134533780	401	*	Intron (ENST00000359579/ENSG00000198074, intron 4 of 9)	7	134537580	134541408	3829	1	ENSG00000198074	ENST00000498818	-3800	57016	AKR1B10	aldo-keto reductase family 1 member B10
2	25977838	25978238	401	*	Promoter (2-3kb)	2	25954131	25980622	26492	2	ENSG00000084731	ENST00000475453	2384	3797	KIF3C	kinesin family member 3C
3	187139574	187139974	401	*	Promoter (<=1kb)	3	187120948	187139496	18549	2	ENSG00000163923	ENST00000296277	-78	116832	RPL39L	ribosomal protein L39 like
5	87099543	87099943	401	*	Promoter (2-3kb)	5	87102603	87102846	244	2	ENSG00000251951	ENST00000516142	2903	106479110	RN7SKP34	RN7SK pseudogene 34
1	44803554	44803954	401	*	Promoter (<=1kb)	1	44803337	44804689	1353	1	ENSG00000173846	ENST00000461358	217	1263	PLK3	polo like kinase 3
2	172408436	172408836	401	*	Distal Intergenic	2	172423807	172424173	367	2	ENSG00000278924	ENST00000623218	15337	NA	NA	NA
10	84494013	84494413	401	*	Intron (ENST00000372088/ENSG00000107771, intron 9 of 9)	10	84454679	84456056	1378	2	ENSG00000225928	ENST00000438592	-37957	NA	NA	NA
19	12736828	12737228	401	*	Promoter (<=1kb)	19	12737139	12748323	11185	1	ENSG00000198356	ENST00000591090	0	439	GET3	guided entry of tail-anchored proteins factor 3, ATPase
17	2218483	2218883	401	*	Promoter (2-3kb)	17	2215482	2216015	534	2	ENSG00000236457	ENST00000413674	-2468	NA	NA	NA
2	174005221	174005621	401	*	Distal Intergenic	2	174011856	174012975	1120	2	ENSG00000273258	ENST00000609273	7354	NA	NA	NA
3	187063797	187064197	401	*	Intron (ENST00000169298/ENSG00000073849, intron 5 of 7)	3	187071974	187078551	6578	1	ENSG00000073849	ENST00000470633	-7777	6480	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
6	142756246	142756646	401	*	Intron (ENST00000012134/ENSG00000010818, intron 8 of 8)	6	142748443	142753759	5317	1	ENSG00000233138	ENST00000437067	7803	NA	NA	NA
3	178518599	178518999	401	*	Intron (ENST00000437510/ENSG00000197584, intron 1 of 3)	3	178536205	178843141	306937	1	ENSG00000197584	ENST00000420517	-17206	10242	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2
6	108689226	108689626	401	*	Distal Intergenic	6	108656346	108680751	24406	1	ENSG00000118689	ENST00000540898	32880	2309	FOXO3	forkhead box O3
3	194579244	194579644	401	*	Distal Intergenic	3	194583991	194590260	6270	1	ENSG00000231770	ENST00000447982	-4347	NA	NA	NA
14	64806484	64806884	401	*	Intron (ENST00000644917/ENSG00000070182, intron 2 of 35)	14	64746284	64823148	76865	2	ENSG00000070182	ENST00000389722	16264	6710	SPTB	spectrin beta, erythrocytic
3	197367404	197367804	401	*	Promoter (1-2kb)	3	197369684	197427518	57835	1	ENSG00000289828	ENST00000700789	-1880	NA	NA	NA
2	27134527	27134927	401	*	Promoter (<=1kb)	2	27130756	27134629	3874	2	ENSG00000138073	ENST00000468045	0	10113	PREB	prolactin regulatory element binding
8	43050725	43051125	401	*	Intron (ENST00000534420/ENSG00000254673, intron 1 of 5)	8	43056308	43085788	29481	1	ENSG00000168522	ENST00000526755	-5183	2339	FNTA	farnesyltransferase, CAAX box, subunit alpha
