seqnames	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
14	68255892	68256292	401	*	2886	0	Intron (ENST00000479335/ENSG00000182185, intron 8 of 11)	14	68236243	68236539	297	2	ENSG00000243546	ENST00000481903	-19353	106480950	RN7SL108P	RNA, 7SL, cytoplasmic 108, pseudogene
11	129828404	129828804	401	*	2170	0	Intron (ENST00000281441/ENSG00000151715, intron 1 of 5)	11	129815871	129852961	37091	1	ENSG00000151715	ENST00000529381	12533	120224	TMEM45B	transmembrane protein 45B
7	55043697	55044097	401	*	9084	0	Exon (ENST00000459688/ENSG00000146648, exon 2 of 2)	7	55019151	55119401	100251	1	ENSG00000146648	ENST00000463948	24546	1956	EGFR	epidermal growth factor receptor
16	30335250	30335650	401	*	3587	0	Promoter (<=1kb)	16	30285018	30335395	50378	2	ENSG00000291266	ENST00000411546	0	595101	SMG1P5	SMG1 pseudogene 5
8	122687026	122687426	401	*	9659	0	Intron (ENST00000664854/ENSG00000253819, intron 1 of 3)	8	122634398	122694085	59688	2	ENSG00000253819	ENST00000666337	6659	NA	NA	NA
20	53828460	53828860	401	*	6429	0	Promoter (1-2kb)	20	53799823	53827297	27475	2	ENSG00000225563	ENST00000656184	-1163	NA	NA	NA
2	43227106	43227506	401	*	5432	0	Promoter (<=1kb)	2	43227210	43228855	1646	1	ENSG00000279873	ENST00000623515	0	100129726	LINC01126	long intergenic non-protein coding RNA 1126
16	83802114	83802514	401	*	3762	0	Promoter (1-2kb)	16	83789967	83803528	13562	2	ENSG00000260228	ENST00000565714	1014	102724163	CDH13-AS2	CDH13 antisense RNA 2
7	26399162	26399562	401	*	8948	0	Promoter (<=1kb)	7	26398947	26496472	97526	1	ENSG00000214870	ENST00000663877	215	441204	LINC02981	long intergenic non-protein coding RNA 2981
14	74988164	74988564	401	*	2960	0	Distal Intergenic	14	75002921	75012366	9446	1	ENSG00000119718	ENST00000266126	-14357	8892	EIF2B2	eukaryotic translation initiation factor 2B subunit beta
15	80033325	80033725	401	*	3380	0	Distal Intergenic	15	80014157	80015707	1551	1	ENSG00000279705	ENST00000623627	19168	NA	NA	NA
7	92916733	92917133	401	*	9206	0	Exon (ENST00000686356/ENSG00000237819, exon 3 of 3)	7	92971002	92971299	298	2	ENSG00000266794	ENST00000467823	54166	NA	NA	NA
22	45688720	45689120	401	*	7015	0	Promoter (<=1kb)	22	45689466	45700322	10857	1	ENSG00000130638	ENST00000470722	-346	25814	ATXN10	ataxin 10
2	173109258	173109658	401	*	5875	0	Intron (ENST00000539448/ENSG00000091436, intron 2 of 11)	2	173090619	173187623	97005	1	ENSG00000091436	ENST00000422149	18639	51776	MAP3K20	mitogen-activated protein kinase kinase kinase 20
16	89320291	89320691	401	*	3805	0	Promoter (<=1kb)	16	89298868	89320356	21489	2	ENSG00000167522	ENST00000567736	0	29123	ANKRD11	ankyrin repeat domain containing 11
13	98320416	98320816	401	*	2633	0	Intron (ENST00000595437/ENSG00000152767, intron 2 of 27)	13	98328191	98343812	15622	1	ENSG00000152767	ENST00000601361	-7375	10160	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
3	194158812	194159212	401	*	7601	0	Distal Intergenic	3	194145674	194145971	298	1	ENSG00000242201	ENST00000487718	13138	106480980	RN7SL215P	RNA, 7SL, cytoplasmic 215, pseudogene
14	75400312	75400712	401	*	2972	0	Distal Intergenic	14	75426943	75427476	534	1	ENSG00000289918	ENST00000701672	-26231	NA	NA	NA
2	25311295	25311695	401	*	5270	0	Intron (ENST00000264709/ENSG00000119772, intron 2 of 22)	2	25328640	25328721	82	2	ENSG00000221445	ENST00000408518	17026	100302246	MIR1301	microRNA 1301
2	217331526	217331926	401	*	5936	0	Intron (ENST00000452813/ENSG00000233143, intron 4 of 4)	2	217284027	217328468	44442	2	ENSG00000231672	ENST00000663156	-3058	729582	DIRC3	disrupted in renal carcinoma 3
6	136644100	136644500	401	*	8657	0	Intron (ENST00000432477/ENSG00000234263, intron 2 of 2)	6	136630243	136630355	113	1	ENSG00000212242	ENST00000390940	13857	100873479	RNA5SP219	RNA, 5S ribosomal pseudogene 219
15	63019583	63019983	401	*	3193	0	Distal Intergenic	15	63042620	63071906	29287	1	ENSG00000140416	ENST00000559831	-22637	7168	TPM1	tropomyosin 1
6	14743906	14744306	401	*	8322	0	Intron (ENST00000689305/ENSG00000234261, intron 1 of 2)	6	14660285	14777608	117324	2	ENSG00000234261	ENST00000689305	33302	NA	NA	NA
6	13480814	13481214	401	*	8314	0	Intron (ENST00000379287/ENSG00000145990, intron 1 of 1)	6	13363355	13486183	122829	2	ENSG00000145990	ENST00000612338	4969	54438	GFOD1	Gfo/Idh/MocA-like oxidoreductase domain containing 1
8	126579877	126580277	401	*	9710	0	Promoter (2-3kb)	8	126582631	126583006	376	2	ENSG00000253543	ENST00000523708	2729	NA	NA	NA
7	23474260	23474660	401	*	8933	0	Promoter (<=1kb)	7	23474647	23475341	695	1	ENSG00000289109	ENST00000691332	0	NA	NA	NA
19	7619189	7619589	401	*	4558	0	Promoter (1-2kb)	19	7620275	7621297	1023	2	ENSG00000076924	ENST00000600230	1708	56949	XAB2	XPA binding protein 2
8	121145559	121145959	401	*	9657	0	Distal Intergenic	8	121113358	121113919	562	2	ENSG00000271219	ENST00000604710	-31640	NA	NA	NA
1	202056920	202057320	401	*	909	0	Distal Intergenic	1	202070841	202070943	103	1	ENSG00000212512	ENST00000391210	-13521	NA	NA	NA
1	35505981	35506381	401	*	276	0	Promoter (<=1kb)	1	35460308	35506867	46560	2	ENSG00000142687	ENST00000431916	486	79932	KIAA0319L	KIAA0319 like
3	196942306	196942706	401	*	7657	0	Promoter (<=1kb)	3	196935406	196942377	6972	2	ENSG00000114503	ENST00000447325	0	22916	NCBP2	nuclear cap binding protein subunit 2
6	134436203	134436603	401	*	8649	0	Promoter (1-2kb)	6	134437709	134438928	1220	1	ENSG00000236700	ENST00000702277	-1106	154092	LINC01010	long intergenic non-protein coding RNA 1010
7	54961474	54961874	401	*	9079	0	Distal Intergenic	7	54933699	54938184	4486	1	ENSG00000218586	ENST00000407916	27775	NA	NA	NA
1	208107877	208108277	401	*	1004	0	Promoter (1-2kb)	1	208106102	208107655	1554	1	ENSG00000287220	ENST00000668227	1775	NA	NA	NA
6	134288711	134289111	401	*	8645	0	Intron (ENST00000367858/ENSG00000118515, intron 1 of 13)	6	134283092	134283193	102	1	ENSG00000201309	ENST00000364439	5619	NA	NA	NA
12	124566446	124566846	401	*	2548	0	Promoter (<=1kb)	12	124346593	124567464	220872	2	ENSG00000196498	ENST00000458234	618	9612	NCOR2	nuclear receptor corepressor 2
2	158723850	158724250	401	*	5829	0	Promoter (<=1kb)	2	158678656	158723980	45325	2	ENSG00000204380	ENST00000629904	0	100129029	PKP4-AS1	PKP4 antisense RNA 1
3	170809384	170809784	401	*	7481	0	Intron (ENST00000486975/ENSG00000285218, intron 3 of 3)	3	170865794	170868181	2388	2	ENSG00000163584	ENST00000478578	58397	200916	RPL22L1	ribosomal protein L22 like 1
14	101552726	101553126	401	*	3003	0	Promoter (2-3kb)	14	101552230	101555384	3155	2	ENSG00000258498	ENST00000700213	2258	64150	DIO3OS	DIO3 opposite strand upstream RNA
7	134533380	134533780	401	*	9391	0	Intron (ENST00000359579/ENSG00000198074, intron 4 of 9)	7	134537580	134541408	3829	1	ENSG00000198074	ENST00000498818	-3800	57016	AKR1B10	aldo-keto reductase family 1 member B10
3	187139574	187139974	401	*	7575	0	Promoter (<=1kb)	3	187120948	187139496	18549	2	ENSG00000163923	ENST00000296277	-78	116832	RPL39L	ribosomal protein L39 like
5	87099543	87099943	401	*	7985	0	Promoter (2-3kb)	5	87102603	87102846	244	2	ENSG00000251951	ENST00000516142	2903	106479110	RN7SKP34	RN7SK pseudogene 34
2	172408436	172408836	401	*	5855	0	Distal Intergenic	2	172423807	172424173	367	2	ENSG00000278924	ENST00000623218	15337	NA	NA	NA
10	84494013	84494413	401	*	1476	0	Intron (ENST00000372088/ENSG00000107771, intron 9 of 9)	10	84454679	84456056	1378	2	ENSG00000225928	ENST00000438592	-37957	NA	NA	NA
2	174005221	174005621	401	*	5880	0	Distal Intergenic	2	174011856	174012975	1120	2	ENSG00000273258	ENST00000609273	7354	NA	NA	NA
3	187063797	187064197	401	*	7574	0	Intron (ENST00000169298/ENSG00000073849, intron 5 of 7)	3	187071974	187078551	6578	1	ENSG00000073849	ENST00000470633	-7777	6480	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
6	142756246	142756646	401	*	8695	0	Intron (ENST00000012134/ENSG00000010818, intron 8 of 8)	6	142748443	142753759	5317	1	ENSG00000233138	ENST00000437067	7803	NA	NA	NA
3	178518599	178518999	401	*	7514	0	Intron (ENST00000437510/ENSG00000197584, intron 1 of 3)	3	178536205	178843141	306937	1	ENSG00000197584	ENST00000420517	-17206	10242	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2
14	64806484	64806884	401	*	2846	0	Intron (ENST00000644917/ENSG00000070182, intron 2 of 35)	14	64746284	64823148	76865	2	ENSG00000070182	ENST00000389722	16264	6710	SPTB	spectrin beta, erythrocytic
3	197367404	197367804	401	*	7663	0	Promoter (1-2kb)	3	197369684	197427518	57835	1	ENSG00000289828	ENST00000700789	-1880	NA	NA	NA
2	27134527	27134927	401	*	5310	0	Promoter (<=1kb)	2	27130756	27134629	3874	2	ENSG00000138073	ENST00000468045	0	10113	PREB	prolactin regulatory element binding
8	43050725	43051125	401	*	9539	0	Intron (ENST00000534420/ENSG00000254673, intron 1 of 5)	8	43056308	43085788	29481	1	ENSG00000168522	ENST00000526755	-5183	2339	FNTA	farnesyltransferase, CAAX box, subunit alpha
2	47310190	47310590	401	*	5535	0	Promoter (<=1kb)	2	47213978	47310408	96431	2	ENSG00000234690	ENST00000658129	0	101927043	EPCAM-DT	EPCAM divergent transcript
9	99019666	99020066	401	*	9986	0	Intron (ENST00000375001/ENSG00000204291, intron 11 of 41)	9	99038673	99041377	2705	1	ENSG00000204291	ENST00000496686	-18607	1306	COL15A1	collagen type XV alpha 1 chain
10	75359080	75359480	401	*	1425	0	Exon (ENST00000663601/ENSG00000226051, exon 3 of 3)	10	75342280	75360850	18571	1	ENSG00000226051	ENST00000661449	16800	253264	ZNF503-AS1	ZNF503 antisense RNA 1
18	3595679	3596079	401	*	4398	0	Promoter (1-2kb)	18	3594449	3598363	3915	1	ENSG00000177337	ENST00000669270	1230	NA	NA	NA
3	25725163	25725563	401	*	7154	0	Intron (ENST00000489271/ENSG00000151092, intron 1 of 2)	3	25718944	25730550	11607	2	ENSG00000151092	ENST00000489271	4987	55768	NGLY1	N-glycanase 1
1	109162253	109162653	401	*	596	0	Promoter (<=1kb)	1	109161606	109164626	3021	1	ENSG00000116299	ENST00000533374	647	57535	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
12	12979644	12980044	401	*	2225	0	Promoter (<=1kb)	12	12975315	12979795	4481	2	ENSG00000013583	ENST00000540916	0	50865	HEBP1	heme binding protein 1
14	63471307	63471707	401	*	2824	0	Intron (ENST00000337537/ENSG00000154001, intron 2 of 13)	14	63479272	63479413	142	1	ENSG00000252800	ENST00000516991	-7565	124900352	LOC124900352	uncharacterized LOC124900352
7	107952518	107952918	401	*	9320	0	Intron (ENST00000393561/ENSG00000091136, intron 21 of 32)	7	107942116	107942740	625	1	ENSG00000273055	ENST00000608515	10402	NA	NA	NA
3	188295044	188295444	401	*	7580	0	Intron (ENST00000448637/ENSG00000145012, intron 1 of 6)	3	188300455	188301990	1536	1	ENSG00000288794	ENST00000692151	-5011	NA	NA	NA
1	218706071	218706471	401	*	1026	0	Distal Intergenic	1	218541690	218541899	210	2	ENSG00000212610	ENST00000391308	-164172	124904666	LOC124904666	small nucleolar RNA U3
18	3665799	3666199	401	*	4400	0	Intron (ENST00000400147/ENSG00000170579, intron 4 of 9)	18	3653410	3656282	2873	1	ENSG00000266401	ENST00000577848	12389	105371967	DLGAP1-AS6	DLGAP1 antisense RNA 6
15	101530285	101530685	401	*	3426	0	Promoter (1-2kb)	15	101527581	101528349	769	2	ENSG00000282793	ENST00000632451	-1936	NA	NA	NA
11	96050438	96050838	401	*	2129	0	Intron (ENST00000524717/ENSG00000184384, intron 2 of 4)	11	96092374	96137827	45454	1	ENSG00000285921	ENST00000648443	-41536	NA	NA	NA
8	140237965	140238365	401	*	9777	0	Promoter (<=1kb)	8	139988740	140238493	249754	2	ENSG00000167632	ENST00000517667	128	83696	TRAPPC9	trafficking protein particle complex subunit 9
7	130008929	130009329	401	*	9364	0	Promoter (<=1kb)	7	130008854	130026551	17698	1	ENSG00000244036	ENST00000480018	75	NA	NA	NA
2	219597583	219597983	401	*	5959	0	Promoter (<=1kb)	2	219597857	219616451	18595	1	ENSG00000144589	ENST00000456909	0	114790	STK11IP	serine/threonine kinase 11 interacting protein
3	186217784	186218184	401	*	7565	0	Intron (ENST00000265022/ENSG00000058866, intron 20 of 24)	3	186150165	186242637	92473	2	ENSG00000058866	ENST00000490452	24453	1608	DGKG	diacylglycerol kinase gamma
1	8182262	8182662	401	*	42	0	Distal Intergenic	1	8189824	8192770	2947	1	ENSG00000229305	ENST00000453364	-7162	100129776	LOC100129776	eukaryotic translation initiation factor 2 subunit gamma pseudogene
18	57210693	57211093	401	*	4442	0	Distal Intergenic	18	57169615	57171194	1580	2	ENSG00000267726	ENST00000592678	-39499	105372138	LINC02565	long intergenic non-protein coding RNA 2565
2	43305057	43305457	401	*	5433	0	Intron (ENST00000407351/ENSG00000115970, intron 16 of 22)	2	43286985	43293066	6082	2	ENSG00000115970	ENST00000485018	-11991	63892	THADA	THADA armadillo repeat containing
