seqnames	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
19	7397737	7398137	401	*	4554	0	Promoter (2-3kb)	19	7395186	7472476	77291	1	ENSG00000104880	ENST00000617428	2551	23370	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
8	38938399	38938799	401	*	9512	0	Intron (ENST00000521746/ENSG00000169499, intron 3 of 8)	8	38950553	38952316	1764	1	ENSG00000169499	ENST00000518070	-11754	59339	PLEKHA2	pleckstrin homology domain containing A2
7	73612718	73613118	401	*	9123	0	Promoter (1-2kb)	7	73609262	73611502	2241	2	ENSG00000274080	ENST00000619486	-1216	NA	NA	NA
1	154183133	154183533	401	*	772	0	Promoter (<=1kb)	1	154155308	154183189	27882	2	ENSG00000143549	ENST00000368533	0	7170	TPM3	tropomyosin 3
7	75528009	75528409	401	*	9169	0	Promoter (<=1kb)	7	75507747	75528051	20305	2	ENSG00000291092	ENST00000394921	0	5387	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3
1	151281914	151282314	401	*	746	0	Promoter (<=1kb)	1	151282288	151291895	9608	1	ENSG00000143373	ENST00000449313	0	57592	ZNF687	zinc finger protein 687
3	52536340	52536740	401	*	7303	0	Promoter (<=1kb)	3	52536602	52540525	3924	1	ENSG00000168273	ENST00000307106	0	440957	UQCC5	ubiquinol-cytochrome c reductase complex assembly factor 5
2	172693038	172693438	401	*	5863	0	Promoter (1-2kb)	2	172691299	172691402	104	1	ENSG00000239041	ENST00000458863	1739	124906146	LOC124906146	small nucleolar RNA U13
16	57992836	57993236	401	*	3652	0	Distal Intergenic	16	57999546	58020542	20997	1	ENSG00000103005	ENST00000561743	-6310	79650	USB1	U6 snRNA biogenesis phosphodiesterase 1
7	22858972	22859372	401	*	8920	0	Promoter (2-3kb)	7	22856613	22856686	74	1	ENSG00000221740	ENST00000408813	2359	692210	SNORD93	small nucleolar RNA, C/D box 93
14	74584066	74584466	401	*	2942	0	Intron (ENST00000261978/ENSG00000119681, intron 3 of 35)	14	74500732	74612072	111341	2	ENSG00000119681	ENST00000556690	27606	4053	LTBP2	latent transforming growth factor beta binding protein 2
8	127831563	127831963	401	*	9735	0	Intron (ENST00000667305/ENSG00000249859, intron 1 of 8)	8	127846054	127852712	6659	1	ENSG00000249859	ENST00000655594	-14091	5820	PVT1	Pvt1 oncogene
8	127340072	127340472	401	*	9719	0	Promoter (<=1kb)	8	127339281	127394735	55455	1	ENSG00000253438	ENST00000646972	791	100750225	PCAT1	prostate cancer associated transcript 1
8	27891725	27892125	401	*	9471	0	Intron (ENST00000354914/ENSG00000168079, intron 7 of 8)	8	27886039	27886116	78	2	ENSG00000265847	ENST00000579398	-5609	100422828	MIR4287	microRNA 4287
12	31682163	31682563	401	*	2252	0	Intron (ENST00000281471/ENSG00000151743, intron 6 of 6)	12	31661937	31668382	6446	1	ENSG00000139160	ENST00000538391	20226	254013	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase
10	79331190	79331590	401	*	1468	0	Distal Intergenic	10	79347469	79351609	4141	1	ENSG00000108179	ENST00000498681	-15879	10105	PPIF	peptidylprolyl isomerase F
22	38181715	38182115	401	*	6816	0	Promoter (<=1kb)	22	38111495	38181826	70332	2	ENSG00000184381	ENST00000663895	0	8398	PLA2G6	phospholipase A2 group VI
20	64066007	64066407	401	*	6482	0	Promoter (<=1kb)	20	64066211	64071941	5731	1	ENSG00000171703	ENST00000458442	0	6919	TCEA2	transcription elongation factor A2
19	11138565	11138965	401	*	4621	0	Intron (ENST00000585567/ENSG00000161888, intron 4 of 5)	19	11127547	11133521	5975	1	ENSG00000130164	ENST00000560628	11018	3949	LDLR	low density lipoprotein receptor
19	14529252	14529652	401	*	4667	0	Promoter (<=1kb)	19	14529579	14564992	35414	1	ENSG00000099797	ENST00000598298	0	9524	TECR	trans-2,3-enoyl-CoA reductase
16	30740344	30740744	401	*	3595	0	Promoter (<=1kb)	16	30740667	30751381	10715	1	ENSG00000260899	ENST00000483578	0	NA	NA	NA
11	64357876	64358276	401	*	1781	0	Promoter (<=1kb)	11	64359148	64372215	13068	1	ENSG00000162302	ENST00000528057	-872	8986	RPS6KA4	ribosomal protein S6 kinase A4
12	54279544	54279944	401	*	2361	0	Promoter (<=1kb)	12	54278612	54279698	1087	2	ENSG00000289154	ENST00000692885	0	NA	NA	NA
19	15555772	15556172	401	*	4684	0	Distal Intergenic	19	15564074	15584709	20636	1	ENSG00000269516	ENST00000593402	-7902	NA	NA	NA
11	62560593	62560993	401	*	1753	0	Intron (ENST00000329251/ENSG00000254772, intron 7 of 9)	11	62533984	62556235	22252	2	ENSG00000124942	ENST00000530285	-4358	79026	AHNAK	AHNAK nucleoprotein
2	27321031	27321431	401	*	5315	0	Promoter (1-2kb)	2	27309492	27322564	13073	2	ENSG00000115204	ENST00000233545	1133	4358	MPV17	mitochondrial inner membrane protein MPV17
20	38144179	38144579	401	*	6244	0	Intron (ENST00000361475/ENSG00000198959, intron 6 of 12)	20	38128461	38133760	5300	2	ENSG00000198959	ENST00000469269	-10419	7052	TGM2	transglutaminase 2
17	50391524	50391924	401	*	4197	0	Intron (ENST00000225972/ENSG00000108829, intron 4 of 6)	17	50396438	50397888	1451	1	ENSG00000253102	ENST00000511627	-4514	NA	NA	NA
7	55186194	55186594	401	*	9093	0	Promoter (2-3kb)	7	55179750	55188977	9228	2	ENSG00000224057	ENST00000442411	2383	100507500	EGFR-AS1	EGFR antisense RNA 1
14	51398888	51399288	401	*	2778	0	Promoter (1-2kb)	14	51392128	51397135	5008	2	ENSG00000258537	ENST00000556762	-1753	145438	FRMD6-AS1	FRMD6 antisense RNA 1
10	72273648	72274048	401	*	1376	0	Promoter (<=1kb)	10	72273919	72275998	2080	1	ENSG00000168209	ENST00000491934	0	54541	DDIT4	DNA damage inducible transcript 4
2	71498280	71498680	401	*	5613	0	Intron (ENST00000258104/ENSG00000135636, intron 3 of 54)	2	71466702	71686648	219947	1	ENSG00000135636	ENST00000410041	31578	8291	DYSF	dysferlin
19	19366805	19367205	401	*	4801	0	Distal Intergenic	19	19355143	19356013	871	1	ENSG00000129933	ENST00000589637	11662	23383	MAU2	MAU2 sister chromatid cohesion factor
1	10378461	10378861	401	*	59	0	3' UTR	1	10381978	10383105	1128	2	ENSG00000284735	ENST00000641619	4244	NA	NA	NA
19	38335528	38335928	401	*	4852	0	Promoter (<=1kb)	19	38335775	38370943	35169	1	ENSG00000099338	ENST00000410018	0	57828	CATSPERG	cation channel sperm associated auxiliary subunit gamma
2	38438829	38439229	401	*	5401	0	Intron (ENST00000671178/ENSG00000231367, intron 4 of 5)	2	38431294	38433573	2280	1	ENSG00000235009	ENST00000457385	7535	100996902	LINC01883	long intergenic non-protein coding RNA 1883
2	44686556	44686956	401	*	5451	0	Intron (ENST00000378494/ENSG00000143919, intron 3 of 10)	2	44676594	44743657	67064	1	ENSG00000143919	ENST00000477830	9962	79823	CAMKMT	calmodulin-lysine N-methyltransferase
14	22391018	22391418	401	*	2722	0	Intron (ENST00000656379/ENSG00000251002, intron 3 of 3)	14	22381494	22383169	1676	2	ENSG00000251002	ENST00000545498	-7849	105370401	TRD-AS1	TRD antisense RNA 1
2	47143746	47144146	401	*	5528	0	Intron (ENST00000422269/ENSG00000273269, intron 4 of 8)	2	47086991	47151295	64305	2	ENSG00000239605	ENST00000449846	7149	285051	STPG4	sperm-tail PG-rich repeat containing 4
22	30806337	30806737	401	*	6668	0	Intron (ENST00000438716/ENSG00000184792, intron 3 of 14)	22	30803146	30907266	104121	1	ENSG00000184792	ENST00000713559	3191	23762	OSBP2	oxysterol binding protein 2
16	28846275	28846675	401	*	3553	0	Promoter (<=1kb)	16	28846600	28866284	19685	1	ENSG00000178188	ENST00000563591	0	25970	SH2B1	SH2B adaptor protein 1
1	42766994	42767394	401	*	337	0	Promoter (<=1kb)	1	42746335	42767084	20750	2	ENSG00000117385	ENST00000397054	0	64175	P3H1	prolyl 3-hydroxylase 1
16	81424790	81425190	401	*	3758	0	Distal Intergenic	16	81444808	81711762	266955	1	ENSG00000153815	ENST00000537098	-19618	80790	CMIP	c-Maf inducing protein
17	7060485	7060885	401	*	3913	0	Promoter (1-2kb)	17	7058934	7059204	271	1	ENSG00000262067	ENST00000571520	1551	NA	NA	NA
X	154428388	154428788	401	*	10362	0	Promoter (<=1kb)	23	154428633	154436516	7884	1	ENSG00000071553	ENST00000677342	0	537	ATP6AP1	ATPase H+ transporting accessory protein 1
10	32980452	32980852	401	*	1213	0	Promoter (<=1kb)	10	32980844	33082102	101259	1	ENSG00000229656	ENST00000688627	0	101929475	ITGB1-DT	ITGB1 divergent transcript
11	12224531	12224931	401	*	1603	0	Promoter (<=1kb)	11	12224438	12227193	2756	1	ENSG00000133816	ENST00000533219	93	9645	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
7	129452861	129453261	401	*	9350	0	Exon (ENST00000249344/ENSG00000128578, exon 5 of 21)	7	129458242	129460548	2307	1	ENSG00000128578	ENST00000465033	-4981	57464	STRIP2	striatin interacting protein 2
8	127859825	127860225	401	*	9738	0	Promoter (<=1kb)	8	127859787	127996670	136884	1	ENSG00000249859	ENST00000652695	38	5820	PVT1	Pvt1 oncogene
2	46873616	46874016	401	*	5510	0	Distal Intergenic	2	46855688	46858579	2892	1	ENSG00000239332	ENST00000495449	17928	100134259	LINC01119	long intergenic non-protein coding RNA 1119
3	123688282	123688682	401	*	7378	0	Promoter (<=1kb)	3	123664105	123689066	24962	2	ENSG00000065534	ENST00000511058	384	4638	MYLK	myosin light chain kinase
3	184332348	184332748	401	*	7544	0	Promoter (1-2kb)	3	184331314	184332105	792	1	ENSG00000114867	ENST00000478291	1034	1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
3	50235831	50236231	401	*	7273	0	Promoter (<=1kb)	3	50236204	50259354	23151	1	ENSG00000114353	ENST00000441156	0	2771	GNAI2	G protein subunit alpha i2
17	50051060	50051460	401	*	4189	0	Exon (ENST00000499842/ENSG00000246640, exon 3 of 3)	17	50050349	50055739	5391	2	ENSG00000246640	ENST00000499842	4279	284080	PICART1	p53 inducible cancer associated RNA transcript 1
22	38145743	38146143	401	*	6813	0	Promoter (2-3kb)	22	38134988	38143494	8507	2	ENSG00000184381	ENST00000498338	-2249	8398	PLA2G6	phospholipase A2 group VI
2	10497841	10498241	401	*	5228	0	Distal Intergenic	2	10453798	10457693	3896	1	ENSG00000257135	ENST00000670859	44043	NA	NA	NA
22	41832687	41833087	401	*	6945	0	Promoter (<=1kb)	22	41833105	41907305	74201	1	ENSG00000198911	ENST00000361204	-18	6721	SREBF2	sterol regulatory element binding transcription factor 2
10	79331739	79332139	401	*	1469	0	Distal Intergenic	10	79347469	79351609	4141	1	ENSG00000108179	ENST00000498681	-15330	10105	PPIF	peptidylprolyl isomerase F
14	103361779	103362179	401	*	3064	0	Promoter (2-3kb)	14	103364239	103364820	582	2	ENSG00000259428	ENST00000560051	2641	100130405	HMGB3P26	high mobility group box 3 pseudogene 26
7	77428000	77428400	401	*	9198	0	Distal Intergenic	7	77416673	77425444	8772	1	ENSG00000273341	ENST00000608884	11327	NA	NA	NA
