seqnames	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
19	13169779	13170179	401	*	14155	0	Distal Intergenic	19	13157959	13158788	830	2	ENSG00000213253	ENST00000481802	-10991	NA	NA	NA
7	73894866	73895266	401	*	29363	0	Distal Intergenic	7	73861172	73865890	4719	1	ENSG00000175877	ENST00000426490	33694	135886	TMEM270	transmembrane protein 270
6	108967056	108967456	401	*	27279	0	Intron (ENST00000368972/ENSG00000118690, intron 16 of 16)	6	108959460	108965117	5658	1	ENSG00000118690	ENST00000481850	7596	84071	ARMC2	armadillo repeat containing 2
2	47360903	47361303	401	*	16033	0	Promoter (1-2kb)	2	47359505	47359777	273	2	ENSG00000222685	ENST00000410753	-1126	106481749	RN7SKP119	RN7SK pseudogene 119
6	44237419	44237819	401	*	26805	0	Distal Intergenic	6	44232056	44233591	1536	1	ENSG00000112759	ENST00000646878	5363	2030	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
22	38705405	38705805	401	*	20063	0	Promoter (<=1kb)	22	38705742	38716867	11126	1	ENSG00000100226	ENST00000484657	0	9567	GTPBP1	GTP binding protein 1
6	43923365	43923765	401	*	26788	0	Intron (ENST00000691600/ENSG00000289313, intron 1 of 1)	6	43891045	43938212	47168	1	ENSG00000289313	ENST00000691600	32320	100132354	LINC01512	long intergenic non-protein coding RNA 1512
14	68685680	68686080	401	*	9717	0	Promoter (<=1kb)	14	68683411	68685565	2155	2	ENSG00000258623	ENST00000556919	-115	NA	NA	NA
3	12759172	12759572	401	*	20468	0	Promoter (<=1kb)	3	12733528	12759259	25732	2	ENSG00000088726	ENST00000314124	0	55287	TMEM40	transmembrane protein 40
7	55186193	55186593	401	*	29214	0	Promoter (2-3kb)	7	55179750	55188977	9228	2	ENSG00000224057	ENST00000442411	2384	100507500	EGFR-AS1	EGFR antisense RNA 1
3	183925033	183925433	401	*	22310	0	Intron (ENST00000334444/ENSG00000114770, intron 29 of 29)	3	183895900	183910936	15037	2	ENSG00000233441	ENST00000454440	-14097	647265	CYP2AB1P	cytochrome P450 family 2 subfamily AB member 1, pseudogene
14	71241076	71241476	401	*	9790	0	Promoter (2-3kb)	14	71239946	71243572	3627	2	ENSG00000286423	ENST00000666109	2096	NA	NA	NA
16	88764965	88765365	401	*	12251	0	Intron (ENST00000301015/ENSG00000103335, intron 1 of 50)	16	88715338	88785220	69883	2	ENSG00000103335	ENST00000301015	19855	9780	PIEZO1	piezo type mechanosensitive ion channel component 1 (Er blood group)
22	30196156	30196556	401	*	19811	0	Intron (ENST00000432360/ENSG00000225676, intron 1 of 2)	22	30182818	30207195	24378	2	ENSG00000225676	ENST00000432360	10639	105372988	LOC105372988	uncharacterized LOC105372988
3	194579243	194579643	401	*	22617	0	Distal Intergenic	3	194583991	194590260	6270	1	ENSG00000231770	ENST00000447982	-4348	NA	NA	NA
16	29944025	29944425	401	*	11534	0	Intron (ENST00000414689/ENSG00000149932, intron 1 of 5)	16	29940885	29973050	32166	1	ENSG00000149932	ENST00000414689	3140	124446	TMEM219	transmembrane protein 219
19	12736845	12737245	401	*	14123	0	Promoter (<=1kb)	19	12737139	12748323	11185	1	ENSG00000198356	ENST00000591090	0	439	GET3	guided entry of tail-anchored proteins factor 3, ATPase
1	32236125	32236525	401	*	404	0	3' UTR	1	32231657	32240247	8591	2	ENSG00000291132	ENST00000688488	3722	339483	MTMR9LP	myotubularin related protein 9 like, pseudogene
6	108689250	108689650	401	*	27268	0	Distal Intergenic	6	108656346	108680751	24406	1	ENSG00000118689	ENST00000540898	32904	2309	FOXO3	forkhead box O3
1	109263603	109264003	401	*	1608	0	Promoter (1-2kb)	1	109265269	109266439	1171	1	ENSG00000143126	ENST00000459940	-1266	1952	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2
3	184334377	184334777	401	*	22339	0	Promoter (1-2kb)	3	184335926	184345033	9108	1	ENSG00000175182	ENST00000450976	-1149	131408	FAM131A	family with sequence similarity 131 member A
22	35430861	35431261	401	*	19920	0	Distal Intergenic	22	35411439	35416672	5234	1	ENSG00000100297	ENST00000465557	19422	4174	MCM5	minichromosome maintenance complex component 5
19	48543327	48543727	401	*	14808	0	Distal Intergenic	19	48552172	48599423	47252	1	ENSG00000088002	ENST00000201586	-8445	6820	SULT2B1	sulfotransferase family 2B member 1
8	143970625	143971025	401	*	31949	0	Promoter (2-3kb)	8	143915153	143973529	58377	2	ENSG00000178209	ENST00000356346	2504	5339	PLEC	plectin
2	44167834	44168234	401	*	15912	0	Promoter (<=1kb)	2	44167969	44218537	50569	1	ENSG00000138032	ENST00000419807	0	5495	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
14	67619557	67619957	401	*	9688	0	Promoter (<=1kb)	14	67619920	67651708	31789	1	ENSG00000081181	ENST00000261783	0	384	ARG2	arginase 2
22	38181753	38182153	401	*	20043	0	Promoter (<=1kb)	22	38111495	38181826	70332	2	ENSG00000184381	ENST00000663895	0	8398	PLA2G6	phospholipase A2 group VI
8	100458643	100459043	401	*	31200	0	Intron (ENST00000664475/ENSG00000253824, intron 1 of 1)	8	100380486	100464613	84128	2	ENSG00000253824	ENST00000664475	5570	NA	NA	NA
11	67055077	67055477	401	*	6018	0	Promoter (1-2kb)	11	67056847	67072017	15171	1	ENSG00000173156	ENST00000308831	-1370	29984	RHOD	ras homolog family member D
11	62754094	62754494	401	*	5831	0	Promoter (<=1kb)	11	62750963	62754160	3198	2	ENSG00000185670	ENST00000394807	0	79842	ZBTB3	zinc finger and BTB domain containing 3
11	73309185	73309585	401	*	6182	0	Promoter (<=1kb)	11	73307235	73309361	2127	2	ENSG00000257038	ENST00000546324	0	100287837	ARHGEF17-AS1	ARHGEF17 antisense RNA 1
22	30210353	30210753	401	*	19815	0	Distal Intergenic	22	30182818	30207195	24378	2	ENSG00000225676	ENST00000432360	-3158	105372988	LOC105372988	uncharacterized LOC105372988
19	17797425	17797825	401	*	14260	0	Promoter (2-3kb)	19	17795157	17812233	17077	1	ENSG00000179913	ENST00000595387	2268	10331	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
5	1171334	1171734	401	*	23932	0	Distal Intergenic	5	1175957	1178546	2590	2	ENSG00000249201	ENST00000505972	6812	101928857	TERLR1	TERT regulating lncRNA 1
19	17859604	17860004	401	*	14263	0	Promoter (<=1kb)	19	17859910	17863319	3410	1	ENSG00000105640	ENST00000222247	0	6142	RPL18A	ribosomal protein L18a
2	110101330	110101730	401	*	16843	0	Intron (ENST00000272462/ENSG00000144063, intron 1 of 3)	2	110085712	110115821	30110	2	ENSG00000144063	ENST00000424988	14091	7851	MALL	mal, T cell differentiation protein like
17	2218483	2218883	401	*	12309	0	Promoter (2-3kb)	17	2215482	2216015	534	2	ENSG00000236457	ENST00000413674	-2468	NA	NA	NA
7	55052106	55052506	401	*	29201	0	Intron (ENST00000344576/ENSG00000146648, intron 1 of 15)	7	55019151	55119401	100251	1	ENSG00000146648	ENST00000463948	32955	1956	EGFR	epidermal growth factor receptor
2	101410717	101411117	401	*	16738	0	Intron (ENST00000428343/ENSG00000196460, intron 8 of 11)	2	101345550	101387503	41954	2	ENSG00000175874	ENST00000324768	-23214	200407	CREG2	cellular repressor of E1A stimulated genes 2
1	155961933	155962333	401	*	2192	0	Promoter (<=1kb)	1	155952803	155961957	9155	2	ENSG00000116584	ENST00000470975	0	9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
11	34234090	34234490	401	*	5436	0	Intron (ENST00000435224/ENSG00000166016, intron 1 of 16)	11	34173174	34242545	69372	2	ENSG00000166016	ENST00000530814	8055	25841	ABTB2	ankyrin repeat and BTB domain containing 2
3	48595586	48595986	401	*	20814	0	Promoter (<=1kb)	3	48564073	48595329	31257	2	ENSG00000114270	ENST00000681320	-257	1294	COL7A1	collagen type VII alpha 1 chain
9	111959603	111960003	401	*	32805	0	Distal Intergenic	9	111932100	111932169	70	1	ENSG00000266315	ENST00000582284	27503	100616114	MIR4668	microRNA 4668
16	69073298	69073698	401	*	11965	0	Intron (ENST00000261778/ENSG00000103047, intron 17 of 17)	16	69105653	69117660	12008	1	ENSG00000103044	ENST00000569188	-31955	3038	HAS3	hyaluronan synthase 3
16	70428036	70428436	401	*	11986	0	Intron (ENST00000342907/ENSG00000157350, intron 1 of 6)	16	70399083	70423073	23991	2	ENSG00000157350	ENST00000561708	-4963	6483	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
11	34302485	34302885	401	*	5442	0	Intron (ENST00000435224/ENSG00000166016, intron 1 of 16)	11	34335118	34336003	886	2	ENSG00000254708	ENST00000531489	33118	NA	NA	NA
7	55065071	55065471	401	*	29204	0	Intron (ENST00000344576/ENSG00000146648, intron 1 of 15)	7	55109723	55211536	101814	1	ENSG00000146648	ENST00000450046	-44252	1956	EGFR	epidermal growth factor receptor
6	36441359	36441759	401	*	26641	0	Promoter (1-2kb)	6	36442767	36491143	48377	1	ENSG00000112078	ENST00000536244	-1008	222658	KCTD20	potassium channel tetramerization domain containing 20
2	111975033	111975433	401	*	16879	0	3' UTR	2	111997370	112003443	6074	1	ENSG00000153208	ENST00000473065	-21937	10461	MERTK	MER proto-oncogene, tyrosine kinase
10	70649571	70649971	401	*	4216	0	Intron (ENST00000697571/ENSG00000107719, intron 20 of 20)	10	70672506	70762441	89936	1	ENSG00000138316	ENST00000373207	-22535	140766	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14
20	38144193	38144593	401	*	18848	0	Intron (ENST00000361475/ENSG00000198959, intron 6 of 12)	20	38128461	38133760	5300	2	ENSG00000198959	ENST00000469269	-10433	7052	TGM2	transglutaminase 2
12	54279559	54279959	401	*	7550	0	Promoter (<=1kb)	12	54278612	54279698	1087	2	ENSG00000289154	ENST00000692885	0	NA	NA	NA
9	93159943	93160343	401	*	32534	0	Distal Intergenic	9	93147040	93148556	1517	1	ENSG00000203364	ENST00000366188	12903	NA	NA	NA
2	96505251	96505651	401	*	16643	0	Promoter (<=1kb)	2	96497646	96505345	7700	2	ENSG00000163121	ENST00000310865	0	93082	NEURL3	neuralized E3 ubiquitin protein ligase 3
2	27321031	27321431	401	*	15554	0	Promoter (1-2kb)	2	27309492	27322564	13073	2	ENSG00000115204	ENST00000233545	1133	4358	MPV17	mitochondrial inner membrane protein MPV17
11	64357874	64358274	401	*	5885	0	Promoter (<=1kb)	11	64359148	64372215	13068	1	ENSG00000162302	ENST00000528057	-874	8986	RPS6KA4	ribosomal protein S6 kinase A4
2	172693037	172693437	401	*	17485	0	Promoter (1-2kb)	2	172691299	172691402	104	1	ENSG00000239041	ENST00000458863	1738	124906146	LOC124906146	small nucleolar RNA U13
19	7829790	7830190	401	*	13981	0	Promoter (<=1kb)	19	7830218	7864976	34759	1	ENSG00000142459	ENST00000538904	-28	115704	EVI5L	ecotropic viral integration site 5 like
22	35602242	35602642	401	*	19924	0	Promoter (2-3kb)	22	35603958	35604880	923	2	ENSG00000288777	ENST00000686429	2238	NA	NA	NA
2	9782129	9782529	401	*	15171	0	Distal Intergenic	2	9757496	9770341	12846	2	ENSG00000243491	ENST00000474667	-11788	NA	NA	NA
7	44885568	44885968	401	*	29013	0	Promoter (<=1kb)	7	44876299	44885530	9232	2	ENSG00000146676	ENST00000395699	-38	5814	PURB	purine rich element binding protein B
2	111705709	111706109	401	*	16872	0	Intron (ENST00000643447/ENSG00000153107, intron 9 of 11)	2	111429324	111699033	269710	2	ENSG00000285016	ENST00000644013	-6676	NA	NA	NA
10	70656510	70656910	401	*	4218	0	Intron (ENST00000697571/ENSG00000107719, intron 20 of 20)	10	70672506	70762441	89936	1	ENSG00000138316	ENST00000373207	-15596	140766	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14
2	26785678	26786078	401	*	15535	0	Promoter (<=1kb)	2	26786027	26794076	8050	1	ENSG00000115163	ENST00000472719	0	1058	CENPA	centromere protein A
1	154183139	154183539	401	*	2147	0	Promoter (<=1kb)	1	154155308	154183189	27882	2	ENSG00000143549	ENST00000368533	0	7170	TPM3	tropomyosin 3
20	32155174	32155574	401	*	18754	0	Exon (ENST00000398022/ENSG00000101337, exon 13 of 18)	20	32159143	32167258	8116	1	ENSG00000101337	ENST00000495749	-3569	9777	TM9SF4	transmembrane 9 superfamily member 4
17	2634560	2634960	401	*	12324	0	Promoter (1-2kb)	17	2636584	2685608	49025	1	ENSG00000007168	ENST00000675390	-1624	5048	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
17	50391509	50391909	401	*	12845	0	Intron (ENST00000225972/ENSG00000108829, intron 4 of 6)	17	50396438	50397888	1451	1	ENSG00000253102	ENST00000511627	-4529	NA	NA	NA
17	49764150	49764550	401	*	12817	0	Promoter (<=1kb)	17	49717657	49764131	46475	2	ENSG00000121104	ENST00000506156	-19	81558	FAM117A	family with sequence similarity 117 member A
1	43523106	43523506	401	*	658	0	Promoter (1-2kb)	1	43525187	43553519	28333	1	ENSG00000142949	ENST00000496043	-1681	5792	PTPRF	protein tyrosine phosphatase receptor type F
16	23335933	23336333	401	*	11436	0	Intron (ENST00000569789/ENSG00000168447, intron 2 of 3)	16	23348592	23380803	32212	1	ENSG00000168447	ENST00000564275	-12259	6338	SCNN1B	sodium channel epithelial 1 subunit beta
20	50423143	50423543	401	*	19122	0	Distal Intergenic	20	50429190	50429483	294	2	ENSG00000244376	ENST00000497504	5940	106481097	RN7SL636P	RNA, 7SL, cytoplasmic 636, pseudogene
2	10497831	10498231	401	*	15217	0	Distal Intergenic	2	10453798	10457693	3896	1	ENSG00000257135	ENST00000670859	44033	NA	NA	NA
19	35162959	35163359	401	*	14457	0	Promoter (<=1kb)	19	35164035	35169881	5847	1	ENSG00000089327	ENST00000392217	-676	53827	FXYD5	FXYD domain containing ion transport regulator 5
2	27489549	27489949	401	*	15563	0	Promoter (<=1kb)	2	27444377	27489743	45367	2	ENSG00000138002	ENST00000260570	0	26160	IFT172	intraflagellar transport 172
22	35589307	35589707	401	*	19923	0	Distal Intergenic	22	35603958	35604880	923	2	ENSG00000288777	ENST00000686429	15173	NA	NA	NA
8	127340062	127340462	401	*	31631	0	Promoter (<=1kb)	8	127339281	127394735	55455	1	ENSG00000253438	ENST00000646972	781	100750225	PCAT1	prostate cancer associated transcript 1
4	2798625	2799025	401	*	22781	0	Promoter (<=1kb)	4	2798998	2827652	28655	1	ENSG00000087266	ENST00000508385	0	6452	SH3BP2	SH3 domain binding protein 2
1	93804359	93804759	401	*	1413	0	Intron (ENST00000370244/ENSG00000137936, intron 2 of 13)	1	93752924	93775444	22521	2	ENSG00000137936	ENST00000433544	-28915	8412	BCAR3	BCAR3 adaptor protein, NSP family member
2	45173497	45173897	401	*	15931	0	Promoter (<=1kb)	2	45173722	45175935	2214	1	ENSG00000286519	ENST00000663266	0	NA	NA	NA
16	28193758	28194158	401	*	11485	0	Intron (ENST00000304658/ENSG00000169180, intron 1 of 23)	16	28183318	28183430	113	1	ENSG00000200138	ENST00000363268	10440	106480308	RNY1P10	RNY1 pseudogene 10
4	687181	687581	401	*	22742	0	Promoter (<=1kb)	4	681862	687325	5464	2	ENSG00000169026	ENST00000503156	0	84179	SLC49A3	solute carrier family 49 member 3
2	110741548	110741948	401	*	16854	0	Intron (ENST00000676595/ENSG00000153093, intron 1 of 18)	2	110732855	110793700	60846	1	ENSG00000153093	ENST00000448863	8693	55289	ACOXL	acyl-CoA oxidase like
8	127859841	127860241	401	*	31652	0	Promoter (<=1kb)	8	127859787	127996670	136884	1	ENSG00000249859	ENST00000652695	54	5820	PVT1	Pvt1 oncogene
19	12890771	12891171	401	*	14136	0	Promoter (<=1kb)	19	12891160	12895995	4836	1	ENSG00000105607	ENST00000589039	0	2639	GCDH	glutaryl-CoA dehydrogenase
2	71498295	71498695	401	*	16394	0	Intron (ENST00000258104/ENSG00000135636, intron 3 of 54)	2	71466702	71686648	219947	1	ENSG00000135636	ENST00000410041	31593	8291	DYSF	dysferlin
19	8390029	8390429	401	*	14005	0	Promoter (<=1kb)	19	8390360	8404434	14075	1	ENSG00000185236	ENST00000328024	0	9230	RAB11B	RAB11B, member RAS oncogene family
8	38938393	38938793	401	*	30713	0	Intron (ENST00000521746/ENSG00000169499, intron 3 of 8)	8	38950553	38952316	1764	1	ENSG00000169499	ENST00000518070	-11760	59339	PLEKHA2	pleckstrin homology domain containing A2
20	47878503	47878903	401	*	19033	0	Distal Intergenic	20	47873191	47873273	83	1	ENSG00000251770	ENST00000515961	5312	100873728	RNA5SP486	RNA, 5S ribosomal pseudogene 486
1	151281926	151282326	401	*	2060	0	Promoter (<=1kb)	1	151282288	151291895	9608	1	ENSG00000143373	ENST00000449313	0	57592	ZNF687	zinc finger protein 687
7	22858971	22859371	401	*	28554	0	Promoter (2-3kb)	7	22856613	22856686	74	1	ENSG00000221740	ENST00000408813	2358	692210	SNORD93	small nucleolar RNA, C/D box 93
16	57304197	57304597	401	*	11795	0	Distal Intergenic	16	57321352	57322117	766	1	ENSG00000260965	ENST00000569211	-16755	106480337	RPL23AP91	ribosomal protein L23a pseudogene 91
2	10405427	10405827	401	*	15207	0	Intron (ENST00000423674/ENSG00000115756, intron 2 of 3)	2	10420021	10427000	6980	1	ENSG00000115756	ENST00000422133	-14194	3241	HPCAL1	hippocalcin like 1
6	44452740	44453140	401	*	26812	0	Distal Intergenic	6	44435641	44435722	82	1	ENSG00000266619	ENST00000583943	17099	100616352	MIR4642	microRNA 4642
7	73612728	73613128	401	*	29343	0	Promoter (1-2kb)	7	73609262	73611502	2241	2	ENSG00000274080	ENST00000619486	-1226	NA	NA	NA
19	14529268	14529668	401	*	14170	0	Promoter (<=1kb)	19	14529579	14564992	35414	1	ENSG00000099797	ENST00000598298	0	9524	TECR	trans-2,3-enoyl-CoA reductase
3	52536336	52536736	401	*	20872	0	Promoter (<=1kb)	3	52536602	52540525	3924	1	ENSG00000168273	ENST00000307106	0	440957	UQCC5	ubiquinol-cytochrome c reductase complex assembly factor 5
7	75528002	75528402	401	*	29394	0	Promoter (<=1kb)	7	75507747	75528051	20305	2	ENSG00000291092	ENST00000394921	0	5387	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3
8	127831566	127831966	401	*	31648	0	Intron (ENST00000667305/ENSG00000249859, intron 1 of 8)	8	127846054	127852712	6659	1	ENSG00000249859	ENST00000655594	-14088	5820	PVT1	Pvt1 oncogene
16	23374718	23375118	401	*	11440	0	Intron (ENST00000343070/ENSG00000168447, intron 7 of 12)	16	23358202	23359379	1178	1	ENSG00000168447	ENST00000566647	16516	6338	SCNN1B	sodium channel epithelial 1 subunit beta
19	7397737	7398137	401	*	13964	0	Promoter (2-3kb)	19	7395186	7472476	77291	1	ENSG00000104880	ENST00000617428	2551	23370	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
1	201882721	201883121	401	*	2789	0	3' UTR	1	201888680	201892137	3458	1	ENSG00000198892	ENST00000464117	-5559	149345	SHISA4	shisa family member 4
19	14505935	14506335	401	*	14166	0	Distal Intergenic	19	14477760	14496149	18390	2	ENSG00000123159	ENST00000393028	-9786	10755	GIPC1	GIPC PDZ domain containing family member 1
22	30235649	30236049	401	*	19819	0	Distal Intergenic	22	30239194	30240538	1345	1	ENSG00000232530	ENST00000447565	-3145	110806283	LIF-AS1	LIF antisense RNA 1
20	5061268	5061668	401	*	18554	0	Promoter (<=1kb)	20	5061037	5061340	304	2	ENSG00000278816	ENST00000620848	0	NA	NA	NA
10	79440682	79441082	401	*	4437	0	Intron (ENST00000372336/ENSG00000165424, intron 1 of 3)	10	79386037	79444219	58183	2	ENSG00000165424	ENST00000372333	3137	219654	ZCCHC24	zinc finger CCHC-type containing 24
16	57824913	57825313	401	*	11820	0	Intron (ENST00000565684/ENSG00000140859, intron 1 of 4)	16	57830536	57830642	107	2	ENSG00000206833	ENST00000384106	5329	106480706	RNU6-20P	RNA, U6 small nuclear 20, pseudogene
8	27891758	27892158	401	*	30617	0	Intron (ENST00000354914/ENSG00000168079, intron 7 of 8)	8	27886039	27886116	78	2	ENSG00000265847	ENST00000579398	-5642	100422828	MIR4287	microRNA 4287
11	64094389	64094789	401	*	5863	0	Intron (ENST00000682287/ENSG00000126500, intron 1 of 2)	11	64103188	64119173	15986	1	ENSG00000126500	ENST00000246841	-8399	23769	FLRT1	fibronectin leucine rich transmembrane protein 1
19	11138565	11138965	401	*	14079	0	Intron (ENST00000585567/ENSG00000161888, intron 4 of 5)	19	11127547	11133521	5975	1	ENSG00000130164	ENST00000560628	11018	3949	LDLR	low density lipoprotein receptor
1	42165710	42166110	401	*	631	0	Promoter (<=1kb)	1	42162690	42164745	2056	2	ENSG00000197273	ENST00000357001	-965	2980	GUCA2A	guanylate cyclase activator 2A
16	57992831	57993231	401	*	11824	0	Distal Intergenic	16	57999546	58020542	20997	1	ENSG00000103005	ENST00000561743	-6315	79650	USB1	U6 snRNA biogenesis phosphodiesterase 1
1	209607334	209607734	401	*	2975	0	Promoter (<=1kb)	1	209607794	209611944	4151	1	ENSG00000008118	ENST00000494990	-60	57172	CAMK1G	calcium/calmodulin dependent protein kinase IG
2	28445866	28446266	401	*	15602	0	Distal Intergenic	2	28448167	28450184	2018	2	ENSG00000227938	ENST00000439700	3918	NA	NA	NA
2	38438836	38439236	401	*	15790	0	Intron (ENST00000671178/ENSG00000231367, intron 4 of 5)	2	38431294	38433573	2280	1	ENSG00000235009	ENST00000457385	7542	100996902	LINC01883	long intergenic non-protein coding RNA 1883
10	79264883	79265283	401	*	4423	0	Intron (ENST00000334512/ENSG00000108175, intron 7 of 24)	10	79277179	79296935	19757	1	ENSG00000108175	ENST00000478357	-11896	57178	ZMIZ1	zinc finger MIZ-type containing 1
16	30748099	30748499	401	*	11571	0	Promoter (<=1kb)	16	30748293	30756483	8191	1	ENSG00000156873	ENST00000565924	0	5261	PHKG2	phosphorylase kinase catalytic subunit gamma 2
22	36776220	36776620	401	*	19973	0	Promoter (<=1kb)	22	36772403	36776256	3854	2	ENSG00000100360	ENST00000476548	0	11020	IFT27	intraflagellar transport 27
2	46873612	46874012	401	*	15984	0	Distal Intergenic	2	46855688	46858579	2892	1	ENSG00000239332	ENST00000495449	17924	100134259	LINC01119	long intergenic non-protein coding RNA 1119
14	74584060	74584460	401	*	9845	0	Intron (ENST00000261978/ENSG00000119681, intron 3 of 35)	14	74500732	74612072	111341	2	ENSG00000119681	ENST00000556690	27612	4053	LTBP2	latent transforming growth factor beta binding protein 2
11	12224533	12224933	401	*	5193	0	Promoter (<=1kb)	11	12224438	12227193	2756	1	ENSG00000133816	ENST00000533219	95	9645	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
16	30740339	30740739	401	*	11569	0	Promoter (<=1kb)	16	30740667	30751381	10715	1	ENSG00000260899	ENST00000483578	0	NA	NA	NA
4	7022244	7022644	401	*	22818	0	Intron (ENST00000448507/ENSG00000132405, intron 12 of 13)	4	7041899	7054431	12533	1	ENSG00000173011	ENST00000506692	-19255	93624	TADA2B	transcriptional adaptor 2B
1	150236015	150236415	401	*	2027	0	Promoter (<=1kb)	1	150218417	150236112	17696	2	ENSG00000143401	ENST00000583931	0	81611	ANP32E	acidic nuclear phosphoprotein 32 family member E
10	69839643	69840043	401	*	4189	0	Intron (ENST00000357811/ENSG00000197467, intron 2 of 37)	10	69822369	69852329	29961	1	ENSG00000197467	ENST00000673927	17274	1305	COL13A1	collagen type XIII alpha 1 chain
12	31682162	31682562	401	*	7385	0	Intron (ENST00000281471/ENSG00000151743, intron 6 of 6)	12	31661937	31668382	6446	1	ENSG00000139160	ENST00000538391	20225	254013	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase
22	41832692	41833092	401	*	20164	0	Promoter (<=1kb)	22	41833105	41907305	74201	1	ENSG00000198911	ENST00000361204	-13	6721	SREBF2	sterol regulatory element binding transcription factor 2
19	15555778	15556178	401	*	14186	0	Distal Intergenic	19	15564074	15584709	20636	1	ENSG00000269516	ENST00000593402	-7896	NA	NA	NA
17	50051051	50051451	401	*	12829	0	Exon (ENST00000499842/ENSG00000246640, exon 3 of 3)	17	50050349	50055739	5391	2	ENSG00000246640	ENST00000499842	4288	284080	PICART1	p53 inducible cancer associated RNA transcript 1
14	22391018	22391418	401	*	9231	0	Intron (ENST00000656379/ENSG00000251002, intron 3 of 3)	14	22381494	22383169	1676	2	ENSG00000251002	ENST00000545498	-7849	105370401	TRD-AS1	TRD antisense RNA 1
2	32165580	32165980	401	*	15691	0	Promoter (<=1kb)	2	32165841	32224112	58272	1	ENSG00000152683	ENST00000357055	0	55676	SLC30A6	solute carrier family 30 member 6
20	64066008	64066408	401	*	19420	0	Promoter (<=1kb)	20	64066211	64071941	5731	1	ENSG00000171703	ENST00000458442	0	6919	TCEA2	transcription elongation factor A2
