seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
7	23956954	23957465	512	*	Distal Intergenic	7	23891704	23897335	5632	2	ENSG00000227930	ENST00000412828	-59619	NA	NA	NA
7	25216741	25216998	258	*	Distal Intergenic	7	25212170	25212965	796	2	ENSG00000213798	ENST00000417617	-3776	100271213	RPL7AP41	ribosomal protein L7a pseudogene 41
7	25543810	25544005	196	*	Distal Intergenic	7	25547762	25551062	3301	2	ENSG00000227386	ENST00000412197	7057	NA	NA	NA
7	26664916	26665166	251	*	Distal Intergenic	7	26638457	26647305	8849	1	ENSG00000222004	ENST00000614528	26459	285941	LINC02860	long intergenic non-protein coding RNA 2860
7	26958995	26959127	133	*	Intron (ENST00000432747/ENSG00000005020, intron 1 of 6)	7	26982768	26983367	600	2	ENSG00000226059	ENST00000417997	24240	NA	NA	NA
7	27031889	27032163	275	*	Distal Intergenic	7	27023737	27024907	1171	1	ENSG00000214869	ENST00000425942	8152	NA	NA	NA
7	27641148	27641659	512	*	Intron (ENST00000265395/ENSG00000106049, intron 2 of 7)	7	27531254	27647756	116503	2	ENSG00000106049	ENST00000425715	6097	11112	HIBADH	3-hydroxyisobutyrate dehydrogenase
7	28041536	28041762	227	*	Intron (ENST00000283928/ENSG00000153814, intron 1 of 4)	7	27846503	28020799	174297	2	ENSG00000153814	ENST00000420835	-20737	221895	JAZF1	JAZF zinc finger 1
7	28558406	28558630	225	*	Intron (ENST00000396299/ENSG00000146592, intron 3 of 9)	7	28570438	28749545	179108	1	ENSG00000146592	ENST00000461921	-11808	9586	CREB5	cAMP responsive element binding protein 5
7	28587160	28587348	189	*	Intron (ENST00000396299/ENSG00000146592, intron 4 of 9)	7	28570438	28749545	179108	1	ENSG00000146592	ENST00000461921	16722	9586	CREB5	cAMP responsive element binding protein 5
7	29457926	29458275	350	*	Intron (ENST00000474070/ENSG00000106069, intron 6 of 6)	7	29479736	29514314	34579	1	ENSG00000106069	ENST00000706164	-21461	1124	CHN2	chimerin 2
7	29609265	29609501	237	*	Intron (ENST00000442865/ENSG00000293330, intron 1 of 1)	7	29625870	29625983	114	1	ENSG00000223437	ENST00000445144	-16369	100873877	TMSB4XP3	TMSB4X pseudogene 3
7	30348152	30348470	319	*	Intron (ENST00000323037/ENSG00000180233, intron 2 of 4)	7	30362400	30412502	50103	1	ENSG00000281593	ENST00000442800	-13930	NA	NA	NA
7	34036288	34036486	199	*	Intron (ENST00000436222/ENSG00000164619, intron 5 of 5)	7	34042676	34055209	12534	1	ENSG00000164619	ENST00000494786	-6190	168667	BMPER	BMP binding endothelial regulator
7	36207762	36207984	223	*	Intron (ENST00000242108/ENSG00000122547, intron 2 of 7)	7	36228621	36228884	264	2	ENSG00000228770	ENST00000447461	20900	NA	NA	NA
7	36448269	36448621	353	*	Promoter (<=1kb)	7	36448939	36453655	4717	1	ENSG00000011426	ENST00000491782	-318	54443	ANLN	anillin, actin binding protein
7	36809094	36809347	254	*	Distal Intergenic	7	36818959	36819690	732	1	ENSG00000225739	ENST00000434232	-9612	NA	NA	NA
7	37428298	37428528	231	*	Intron (ENST00000310758/ENSG00000155849, intron 1 of 21)	7	37435115	37435216	102	1	ENSG00000201566	ENST00000364696	-6587	NA	NA	NA
7	37792930	37793114	185	*	Promoter (2-3kb)	7	37796058	37796888	831	1	ENSG00000283444	ENST00000636634	-2944	100420413	GPR141BP	G protein-coupled receptor 141B, pseudogene
7	39375572	39375780	209	*	Intron (ENST00000518318/ENSG00000106536, intron 5 of 9)	7	39404598	39406346	1749	2	ENSG00000224122	ENST00000433519	30566	100861520	POU6F2-AS1	POU6F2 antisense RNA 1
7	39761888	39762118	231	*	Intron (ENST00000656108/ENSG00000188185, intron 1 of 4)	7	39768341	39768444	104	1	ENSG00000252480	ENST00000516671	-6223	106481913	RNU6-719P	RNA, U6 small nuclear 719, pseudogene
7	40733369	40733609	241	*	Intron (ENST00000401647/ENSG00000175600, intron 11 of 12)	7	40775558	40785217	9660	1	ENSG00000227658	ENST00000432405	-41949	NA	NA	NA
7	41027380	41027536	157	*	Distal Intergenic	7	40964667	40979939	15273	2	ENSG00000232458	ENST00000443406	-47441	101928744	LINC01450	long intergenic non-protein coding RNA 1450
7	42502436	42502668	233	*	Distal Intergenic	7	42661716	42706447	44732	2	ENSG00000238284	ENST00000455947	203779	101928795	LINC01448	long intergenic non-protein coding RNA 1448
7	43345943	43346134	192	*	Intron (ENST00000453890/ENSG00000002746, intron 4 of 27)	7	43377778	43407731	29954	1	ENSG00000002746	ENST00000481031	-31644	23072	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
7	44543203	44543532	330	*	Promoter (1-2kb)	7	44512535	44541330	28796	2	ENSG00000015520	ENST00000381160	-1873	29881	NPC1L1	NPC1 like intracellular cholesterol transporter 1
7	44871177	44871709	533	*	Distal Intergenic	7	44881748	44881800	53	2	ENSG00000284261	ENST00000578157	10091	100616393	MIR4657	microRNA 4657
7	45092534	45092761	228	*	Distal Intergenic	7	45080437	45088969	8533	2	ENSG00000136274	ENST00000490531	-3565	23148	NACAD	NAC alpha domain containing
7	45917821	45918014	194	*	Promoter (<=1kb)	7	45914470	45917426	2957	2	ENSG00000146674	ENST00000417621	-395	3486	IGFBP3	insulin like growth factor binding protein 3
7	46291010	46291240	231	*	Intron (ENST00000414915/ENSG00000229459, intron 3 of 3)	7	46302120	46343621	41502	1	ENSG00000237760	ENST00000436266	-10880	NA	NA	NA
7	46485727	46485948	222	*	Distal Intergenic	7	46477822	46481578	3757	2	ENSG00000230680	ENST00000440935	-4149	105375266	LOC105375266	uncharacterized LOC105375266
7	47283560	47283852	293	*	Exon (ENST00000705350/ENSG00000136205, exon 28 of 31)	7	47275154	47280318	5165	2	ENSG00000136205	ENST00000428457	-3242	64759	TNS3	tensin 3
7	47724589	47724782	194	*	Distal Intergenic	7	47761476	47766772	5297	1	ENSG00000146666	ENST00000412730	-36694	84847	LINC00525	long intergenic non-protein coding RNA 525
7	47765613	47765788	176	*	Intron (ENST00000412730/ENSG00000146666, intron 2 of 2)	7	47761476	47766772	5297	1	ENSG00000146666	ENST00000412730	4137	84847	LINC00525	long intergenic non-protein coding RNA 525
7	49291154	49291385	232	*	Distal Intergenic	7	49258493	49259846	1354	2	ENSG00000270763	ENST00000604753	-31308	100533714	DDX43P2	DEAD-box helicase 43 pseudogene 2
7	49294609	49294924	316	*	Distal Intergenic	7	49258493	49259846	1354	2	ENSG00000270763	ENST00000604753	-34763	100533714	DDX43P2	DEAD-box helicase 43 pseudogene 2
7	49767441	49767800	360	*	Distal Intergenic	7	49760897	49762764	1868	2	ENSG00000279104	ENST00000624154	-4677	NA	NA	NA
7	50474721	50474943	223	*	Intron (ENST00000357936/ENSG00000132437, intron 11 of 14)	7	50458570	50479963	21394	2	ENSG00000132437	ENST00000494914	5020	1644	DDC	dopa decarboxylase
1	156368196	156368370	175	*	Promoter (<=1kb)	1	156320840	156367873	47034	2	ENSG00000163468	ENST00000446905	-323	7203	CCT3	chaperonin containing TCP1 subunit 3
7	51069439	51069721	283	*	Intron (ENST00000445054/ENSG00000106078, intron 6 of 11)	7	51017280	51035955	18676	2	ENSG00000106078	ENST00000462395	-33484	23242	COBL	cordon-bleu WH2 repeat protein
7	51927665	51927896	232	*	Distal Intergenic	7	51849086	51864798	15713	1	ENSG00000287039	ENST00000666718	78579	NA	NA	NA
7	52303156	52303536	381	*	Distal Intergenic	7	52269437	52269569	133	2	ENSG00000253028	ENST00000517219	-33587	124900240	LOC124900240	small nucleolar RNA SNORA31
7	53048619	53048814	196	*	Distal Intergenic	7	53035633	53036925	1293	1	ENSG00000221900	ENST00000408890	12986	285877	POM121L12	POM121 transmembrane nucleoporin like 12
7	53768346	53768587	242	*	Intron (ENST00000670902/ENSG00000205628, intron 2 of 2)	7	53776136	53776324	189	1	ENSG00000222355	ENST00000410423	-7549	106480209	RNU2-29P	RNA, U2 small nuclear 29, pseudogene
7	53924781	53925084	304	*	Distal Intergenic	7	53926777	53947772	20996	2	ENSG00000238131	ENST00000668442	22688	107986739	LINC02854	long intergenic non-protein coding RNA 2854
7	54773871	54774292	422	*	Intron (ENST00000439413/ENSG00000234707, intron 1 of 2)	7	54752253	54759974	7722	2	ENSG00000132432	ENST00000415949	-13897	23480	SEC61G	SEC61 translocon subunit gamma
7	54946545	54947005	461	*	Distal Intergenic	7	54933699	54938184	4486	1	ENSG00000218586	ENST00000407916	12846	NA	NA	NA
7	55043693	55044045	353	*	Exon (ENST00000459688/ENSG00000146648, exon 2 of 2)	7	55019151	55119401	100251	1	ENSG00000146648	ENST00000463948	24542	1956	EGFR	epidermal growth factor receptor
1	19164494	19164819	326	*	Exon (ENST00000375254/ENSG00000127481, exon 32 of 106)	1	19121213	19168055	46843	2	ENSG00000127481	ENST00000417040	3236	23352	UBR4	ubiquitin protein ligase E3 component n-recognin 4
7	55641479	55641613	135	*	Promoter (2-3kb)	7	55638274	55638842	569	2	ENSG00000234844	ENST00000448566	-2637	NA	NA	NA
7	55850250	55850442	193	*	Intron (ENST00000388975/ENSG00000154997, intron 2 of 9)	7	55793540	55862752	69213	2	ENSG00000154997	ENST00000388975	12310	346288	SEPTIN14	septin 14
7	56813230	56814997	1768	*	Promoter (<=1kb)	7	56811799	56812446	648	2	ENSG00000279072	ENST00000623439	-784	NA	NA	NA
7	56819226	56819944	719	*	Exon (ENST00000624628/ENSG00000279072, exon 5 of 5)	7	56811799	56812446	648	2	ENSG00000279072	ENST00000623439	-6780	NA	NA	NA
7	58265236	58265502	267	*	Distal Intergenic	7	57835309	57836251	943	2	ENSG00000271696	ENST00000604991	-428985	100420541	LOC100420541	abhydrolase domain containing 15 pseudogene
7	58492762	58493046	285	*	Distal Intergenic	7	57835309	57836251	943	2	ENSG00000271696	ENST00000604991	-656511	100420541	LOC100420541	abhydrolase domain containing 15 pseudogene
